,word,count_1,count_2,count_3,count_4,sum
20356,reader,625.0,67.0,123.0,287.0,1102.0
20357,readership,16.0,0.0,0.0,10.0,26.0
20358,readies,19.0,0.0,0.0,2.0,21.0
20359,readily,105.0,0.0,153.0,42.0,300.0
20360,readiness,30.0,0.0,0.0,54.0,84.0
20361,reading,741.0,140.0,240.0,282.0,1403.0
20362,ready,1875.0,125.0,44.0,458.0,2502.0
20363,readying,10.0,0.0,0.0,1.0,11.0
20364,reaffirm,61.0,0.0,0.0,7.0,68.0
20365,reaffirmed,70.0,0.0,0.0,20.0,90.0
20366,reaffirming,18.0,0.0,0.0,3.0,21.0
20367,reagan,146.0,190.0,0.0,1.0,337.0
20368,reais,13.0,0.0,0.0,1.0,14.0
20369,real,2821.0,443.0,2273.0,1024.0,6561.0
20370,real_estate,551.0,0.0,0.0,0.0,551.0
20371,realarcade,10.0,0.0,0.0,0.0,10.0
20372,realcom,63.0,0.0,0.0,0.0,63.0
20373,realcomtm,16.0,0.0,0.0,0.0,16.0
20374,realestate,34.0,0.0,0.0,0.0,34.0
20375,realign,30.0,0.0,0.0,3.0,33.0
20376,realigned,13.0,0.0,0.0,0.0,13.0
20377,realignment,26.0,0.0,0.0,0.0,26.0
20378,realisation,17.0,0.0,22.0,0.0,39.0
20379,realise,25.0,0.0,0.0,0.0,25.0
20380,realised,35.0,0.0,11.0,0.0,46.0
20381,realistic,145.0,11.0,276.0,72.0,504.0
20382,realistically,27.0,0.0,0.0,6.0,33.0
20383,realities,77.0,14.0,0.0,23.0,114.0
20384,reality,379.0,158.0,49.0,225.0,811.0
20385,realization,29.0,11.0,171.0,24.0,235.0
20386,realize,596.0,58.0,80.0,199.0,933.0
20387,realized,228.0,37.0,135.0,156.0,556.0
20388,realizes,37.0,0.0,19.0,28.0,84.0
20389,realizing,53.0,0.0,17.0,27.0,97.0
20390,realjukebox,52.0,0.0,0.0,0.0,52.0
20391,realjukeboxr,16.0,0.0,0.0,0.0,16.0
20392,reallife,12.0,0.0,0.0,0.0,12.0
20393,reallocate,20.0,0.0,0.0,0.0,20.0
20394,reallocated,16.0,0.0,0.0,0.0,16.0
20395,reallocation,23.0,0.0,0.0,0.0,23.0
20396,realm,32.0,0.0,12.0,31.0,75.0
20397,realmoneycom,25.0,0.0,0.0,0.0,25.0
20398,realnames,15.0,0.0,0.0,0.0,15.0
20399,realnetwork,116.0,0.0,0.0,0.0,116.0
20400,realnetworksr,16.0,0.0,0.0,0.0,16.0
20401,realone,56.0,0.0,0.0,0.0,56.0
20402,realplayer,63.0,0.0,0.0,0.0,63.0
20403,realplayerr,17.0,0.0,0.0,0.0,17.0
20404,realtime,1091.0,0.0,0.0,0.0,1091.0
20405,realtor,23.0,0.0,0.0,4.0,27.0
20406,realty,28.0,0.0,0.0,0.0,28.0
20407,realworld,22.0,0.0,0.0,0.0,22.0
20408,ream,23.0,0.0,0.0,2.0,25.0
20409,reap,97.0,0.0,0.0,5.0,102.0
20410,reaped,79.0,0.0,0.0,7.0,86.0
20411,reaping,30.0,0.0,0.0,6.0,36.0
20412,reapply,10.0,0.0,0.0,3.0,13.0
20413,rear,47.0,0.0,17.0,107.0,171.0
20414,rearrange,32.0,0.0,0.0,3.0,35.0
20415,rearranged,15.0,0.0,0.0,2.0,17.0
20416,reason,3069.0,306.0,498.0,830.0,4703.0
20417,reasonable,1402.0,36.0,367.0,118.0,1923.0
20418,reasonable8,14.0,0.0,0.0,0.0,14.0
20419,reasonableness,185.0,0.0,0.0,1.0,186.0
20420,reasonably,213.0,0.0,126.0,50.0,389.0
20421,reasoned,30.0,0.0,0.0,5.0,35.0
20422,reasoning,82.0,0.0,116.0,12.0,210.0
20423,reassert,12.0,0.0,0.0,5.0,17.0
20424,reasserting,10.0,0.0,0.0,3.0,13.0
20425,reassess,38.0,0.0,0.0,5.0,43.0
20426,reassessment,16.0,0.0,0.0,0.0,16.0
20427,reassign,10.0,0.0,0.0,1.0,11.0
20428,reassigned,26.0,0.0,0.0,8.0,34.0
20429,reassignment,17.0,0.0,0.0,1.0,18.0
20430,reassume,12.0,0.0,0.0,0.0,12.0
20431,reassurance,11.0,0.0,0.0,3.0,14.0
20432,reassure,93.0,0.0,0.0,17.0,110.0
20433,reassured,13.0,0.0,0.0,5.0,18.0
20434,reassuring,23.0,0.0,0.0,24.0,47.0
20435,reauction,42.0,0.0,0.0,0.0,42.0
20436,rebate,567.0,0.0,0.0,8.0,575.0
20437,rebates,260.0,0.0,0.0,12.0,272.0
20438,rebecca,358.0,0.0,0.0,3.0,361.0
20439,rebel,44.0,17.0,0.0,388.0,449.0
20440,rebellion,13.0,11.0,0.0,41.0,65.0
20441,rebill,19.0,0.0,0.0,0.0,19.0
20442,rebook,13.0,0.0,0.0,0.0,13.0
20443,rebooked,10.0,0.0,0.0,0.0,10.0
20444,rebooking,24.0,0.0,0.0,0.0,24.0
20445,reboot,65.0,0.0,0.0,5.0,70.0
20446,rebound,261.0,0.0,20.0,196.0,477.0
20447,rebounded,44.0,0.0,0.0,10.0,54.0
20448,rebounder,24.0,0.0,0.0,6.0,30.0
20449,rebounding,36.0,0.0,0.0,19.0,55.0
20450,rebroadcast,10.0,0.0,0.0,1.0,11.0
20451,rebuffed,41.0,0.0,0.0,17.0,58.0
20452,rebuild,104.0,26.0,0.0,46.0,176.0
20453,rebuilding,69.0,21.0,0.0,31.0,121.0
20454,rebuilt,25.0,0.0,0.0,16.0,41.0
20455,rebuked,17.0,0.0,0.0,7.0,24.0
20456,rebut,35.0,0.0,0.0,2.0,37.0
20457,rebuttable,15.0,0.0,0.0,0.0,15.0
20458,rebuttal,58.0,0.0,0.0,11.0,69.0
20459,rebuttalv1doc,12.0,0.0,0.0,0.0,12.0
20460,rebutted,11.0,0.0,0.0,2.0,13.0
20461,rebutting,19.0,0.0,0.0,1.0,20.0
20462,rec,94.0,0.0,35.0,0.0,129.0
20463,recalculate,28.0,0.0,0.0,1.0,29.0
20464,recalculated,35.0,0.0,0.0,0.0,35.0
20465,recalculating,12.0,0.0,0.0,0.0,12.0
20466,recalculation,16.0,0.0,0.0,0.0,16.0
20467,recall,504.0,54.0,337.0,247.0,1142.0
20468,recalled,98.0,0.0,17.0,217.0,332.0
20469,recap,160.0,12.0,0.0,6.0,178.0
20470,recapitalized,14.0,0.0,0.0,0.0,14.0
20471,recapture,15.0,0.0,0.0,8.0,23.0
20472,recast,10.0,0.0,0.0,9.0,19.0
20473,receipt,850.0,0.0,0.0,24.0,874.0
20474,receivable,138.0,0.0,0.0,8.0,146.0
20475,receivables,186.0,0.0,0.0,17.0,203.0
20476,receive,5833.0,54.0,257.0,253.0,6397.0
20477,received,6695.0,209.0,253.0,479.0,7636.0
20478,receiver,728.0,0.0,165.0,348.0,1241.0
20479,receives,341.0,15.0,295.0,53.0,704.0
20480,receiving,1695.0,35.0,91.0,124.0,1945.0
20481,recent,3620.0,0.0,601.0,1147.0,5368.0
20482,recently,3075.0,151.0,600.0,753.0,4579.0
20483,recepient,12.0,0.0,0.0,0.0,12.0
20484,reception,441.0,0.0,4.0,94.0,539.0
20485,receptionist,27.0,0.0,0.0,6.0,33.0
20486,receptive,73.0,0.0,1061.0,26.0,1160.0
20487,recess,197.0,0.0,0.0,13.0,210.0
20488,recessed,13.0,0.0,0.0,4.0,17.0
20489,recession,350.0,19.0,0.0,55.0,424.0
20490,recessionary,12.0,0.0,0.0,0.0,12.0
20491,recevez,26.0,0.0,0.0,0.0,26.0
20492,recharge,10.0,0.0,0.0,2.0,12.0
20493,recharged,11.0,0.0,0.0,0.0,11.0
20494,recheck,10.0,0.0,0.0,0.0,10.0
20495,recieve,32.0,0.0,0.0,0.0,32.0
20496,recieved,32.0,0.0,0.0,0.0,32.0
20497,recip,18.0,0.0,0.0,0.0,18.0
20498,recipe,69.0,0.0,7.0,106.0,182.0
20499,recipes,38.0,0.0,20.0,115.0,173.0
20500,reciprocal,49.0,0.0,70.0,1.0,120.0
20501,reciprocating,22.0,0.0,0.0,0.0,22.0
20502,recital,16.0,0.0,0.0,39.0,55.0
20503,reck,17.0,0.0,0.0,0.0,17.0
20504,reckless,37.0,14.0,0.0,40.0,91.0
20505,reckon,16.0,0.0,0.0,14.0,30.0
20506,reckoned,18.0,0.0,0.0,16.0,34.0
20507,reckoning,15.0,0.0,13.0,9.0,37.0
20508,reclaim,50.0,0.0,0.0,16.0,66.0
20509,reclaimed,24.0,0.0,0.0,0.0,24.0
20510,reclaiming,10.0,0.0,0.0,3.0,13.0
20511,reclamation,29.0,0.0,0.0,2.0,31.0
20512,reclassification,11.0,0.0,0.0,0.0,11.0
20513,recognise,29.0,0.0,10.0,0.0,39.0
20514,recognised,23.0,0.0,0.0,0.0,23.0
20515,recognition,273.0,35.0,3853.0,104.0,4265.0
20516,recognize,457.0,36.0,312.0,135.0,940.0
20517,recognized,274.0,16.0,176.0,99.0,565.0
20518,recognizes,90.0,0.0,49.0,21.0,160.0
20519,recognizing,137.0,10.0,178.0,36.0,361.0
20520,recollection,56.0,0.0,45.0,15.0,116.0
20521,recommend,1075.0,17.0,9.0,127.0,1228.0
20522,recommendation,1470.0,20.0,10.0,97.0,1597.0
20523,recommendationtxt,8.0,0.0,0.0,0.0,8.0
20524,recommended,691.0,368.0,16.0,97.0,1172.0
20525,recommending,132.0,0.0,0.0,28.0,160.0
20526,recon,10.0,0.0,25.0,0.0,35.0
20527,reconcile,87.0,0.0,0.0,8.0,95.0
20528,reconciled,40.0,0.0,0.0,3.0,43.0
20529,reconciliation,234.0,0.0,0.0,23.0,257.0
20530,reconciling,44.0,0.0,0.0,2.0,46.0
20531,reconfiguration,18.0,0.0,13.0,0.0,31.0
20532,reconfigure,12.0,0.0,0.0,3.0,15.0
20533,reconfigured,10.0,0.0,0.0,3.0,13.0
20534,reconfirm,29.0,0.0,0.0,0.0,29.0
20535,reconnect,27.0,0.0,0.0,2.0,29.0
20536,reconsider,151.0,0.0,0.0,27.0,178.0
20537,reconsideration,59.0,0.0,0.0,0.0,59.0
20538,reconsidered,21.0,0.0,0.0,3.0,24.0
20539,reconsidering,15.0,0.0,0.0,4.0,19.0
20540,reconstituted,11.0,0.0,0.0,4.0,15.0
20541,reconstruction,14.0,40.0,455.0,10.0,519.0
20542,reconvene,35.0,0.0,0.0,4.0,39.0
20543,reconvenes,14.0,0.0,0.0,6.0,20.0
20544,record,3516.0,357.0,161.0,1510.0,5544.0
20545,recordbreaking,14.0,0.0,0.0,0.0,14.0
20546,recorded,297.0,16.0,333.0,118.0,764.0
20547,recorder,35.0,0.0,0.0,21.0,56.0
20548,recordhigh,26.0,0.0,0.0,0.0,26.0
20549,recording,205.0,0.0,305.0,161.0,671.0
20550,recordkeeping,59.0,0.0,0.0,0.0,59.0
20551,recordsetting,19.0,0.0,0.0,0.0,19.0
20552,recount,90.0,15.0,0.0,13.0,118.0
20553,recounted,12.0,0.0,0.0,8.0,20.0
20554,recounting,10.0,0.0,0.0,9.0,19.0
20555,recoup,157.0,0.0,0.0,10.0,167.0
20556,recouped,21.0,0.0,0.0,0.0,21.0
20557,recouping,17.0,0.0,0.0,3.0,20.0
20558,recoupment,42.0,0.0,0.0,0.0,42.0
20559,recourse,94.0,0.0,0.0,2.0,96.0
20560,recover,837.0,10.0,173.0,79.0,1099.0
20561,recoverable,35.0,0.0,0.0,0.0,35.0
20562,recovered,311.0,0.0,120.0,87.0,518.0
20563,recoveries,22.0,0.0,0.0,2.0,24.0
20564,recovering,177.0,11.0,44.0,47.0,279.0
20565,recovery,904.0,38.0,103.0,67.0,1112.0
20566,recpt,36.0,0.0,0.0,0.0,36.0
20567,recreate,27.0,0.0,0.0,24.0,51.0
20568,recreating,11.0,0.0,0.0,2.0,13.0
20569,recreation,43.0,0.0,0.0,16.0,59.0
20570,recreational,37.0,0.0,0.0,17.0,54.0
20571,recruit,530.0,11.0,0.0,77.0,618.0
20572,recruited,106.0,17.0,18.0,60.0,201.0
20573,recruiter,220.0,0.0,0.0,11.0,231.0
20574,recruiting,1313.0,16.0,0.0,58.0,1387.0
20575,recruitment,125.0,0.0,0.0,30.0,155.0
20576,rectify,37.0,0.0,0.0,1.0,38.0
20577,recurring,162.0,0.0,0.0,13.0,175.0
20578,recuse,16.0,0.0,0.0,0.0,16.0
20579,recused,11.0,0.0,0.0,3.0,14.0
20580,recycle,20.0,0.0,0.0,12.0,32.0
20581,recycled,35.0,0.0,0.0,9.0,44.0
20582,recycledwater,10.0,0.0,0.0,0.0,10.0
20583,recycling,70.0,0.0,2.0,19.0,91.0
20584,red,1127.0,179.0,163.0,312.0,1781.0
20585,redacted,25.0,13.0,0.0,1.0,39.0
20586,redback,25.0,0.0,0.0,0.0,25.0
20587,redding,182.0,0.0,0.0,0.0,182.0
20588,reddoch,12.0,0.0,0.0,0.0,12.0
20589,redeem,132.0,0.0,0.0,4.0,136.0
20590,redeemable,18.0,0.0,0.0,1.0,19.0
20591,redeemed,31.0,0.0,0.0,5.0,36.0
20592,redeeming,20.0,0.0,0.0,4.0,24.0
20593,redefine,16.0,0.0,9.0,13.0,38.0
20594,redefined,13.0,0.0,0.0,12.0,25.0
20595,redefining,19.0,0.0,0.0,5.0,24.0
20596,redelivery,16.0,0.0,0.0,0.0,16.0
20597,redemption,29.0,0.0,0.0,28.0,57.0
20598,redenvelope,33.0,0.0,0.0,0.0,33.0
20599,redeploy,15.0,0.0,0.0,0.0,15.0
20600,redeployed,13.0,0.0,0.0,0.0,13.0
20601,redeployment,90.0,0.0,0.0,1.0,91.0
20602,redesign,52.0,0.0,0.0,11.0,63.0
20603,redesigned,23.0,0.0,0.0,16.0,39.0
20604,redevelopment,20.0,0.0,0.0,8.0,28.0
20605,redford,15.0,0.0,0.0,0.0,15.0
20606,redirect,77.0,0.0,0.0,5.0,82.0
20607,redirected,22.0,0.0,0.0,9.0,31.0
20608,rediscovery,18.0,0.0,0.0,0.0,18.0
20609,redistribute,27.0,0.0,0.0,5.0,32.0
20610,redistributed,29.0,0.0,0.0,0.0,29.0
20611,redistribution,151.0,0.0,12.0,2.0,165.0
20612,redistricting,19.0,57.0,0.0,9.0,85.0
20613,redleaf,40.0,0.0,0.0,0.0,40.0
20614,redline,75.0,0.0,0.0,2.0,77.0
20615,redlined,63.0,0.0,0.0,0.0,63.0
20616,redman,9.0,0.0,0.0,0.0,9.0
20617,redmond,123.0,0.0,0.0,0.0,123.0
20618,redneck,14.0,0.0,0.0,7.0,21.0
20619,redo,21.0,0.0,0.0,2.0,23.0
20620,redondo,11.0,0.0,0.0,0.0,11.0
20621,redouble,12.0,0.0,0.0,5.0,17.0
20622,redpoint,34.0,0.0,0.0,0.0,34.0
20623,redraft,22.0,0.0,0.0,0.0,22.0
20624,redraw,11.0,0.0,0.0,5.0,16.0
20625,redress,19.0,0.0,0.0,11.0,30.0
20626,redrock,12.0,0.0,0.0,0.0,12.0
20627,redshirt,192.0,0.0,0.0,14.0,206.0
20628,redshirted,17.0,0.0,0.0,5.0,22.0
20629,redshirting,10.0,0.0,0.0,0.0,10.0
20630,redskin,141.0,0.0,0.0,0.0,141.0
20631,reduce,2040.0,31.0,499.0,238.0,2808.0
20632,reduced,1118.0,33.0,668.0,163.0,1982.0
20633,reduces,176.0,0.0,360.0,21.0,557.0
20634,reducing,582.0,18.0,243.0,105.0,948.0
20635,reduction,1658.0,0.0,532.0,103.0,2293.0
20636,redundancy,49.0,0.0,150.0,3.0,202.0
20637,redundant,52.0,0.0,155.0,12.0,219.0
20638,redwater,10.0,0.0,0.0,0.0,10.0
20639,redwood,219.0,0.0,18.0,10.0,247.0
20640,reed,269.0,22.0,23.0,2.0,316.0
20641,reeder,23.0,0.0,0.0,0.0,23.0
20642,reef,53.0,9.0,0.0,7.0,69.0
20643,reel,29.0,0.0,0.0,18.0,47.0
20644,reelected,27.0,24.0,0.0,1.0,52.0
20645,reelection,156.0,186.0,0.0,13.0,355.0
20646,reeling,46.0,0.0,0.0,20.0,66.0
20647,reengineering,14.0,0.0,0.0,0.0,14.0
20648,reenter,25.0,0.0,0.0,0.0,25.0
20649,reentering,10.0,0.0,0.0,0.0,10.0
20650,reentry,22.0,0.0,0.0,1.0,23.0
20651,reese,174.0,0.0,0.0,0.0,174.0
20652,reeses,10.0,0.0,0.0,0.0,10.0
20653,reestablish,22.0,0.0,0.0,0.0,22.0
20654,reevaluate,29.0,0.0,0.0,0.0,29.0
20655,reevaluated,38.0,0.0,0.0,0.0,38.0
20656,reevaluating,15.0,0.0,0.0,0.0,15.0
20657,reeve,16.0,0.0,0.0,0.0,16.0
20658,reeves,184.0,0.0,0.0,0.0,184.0
20659,reexamination,14.0,0.0,0.0,0.0,14.0
20660,reexamine,20.0,0.0,0.0,4.0,24.0
20661,reexamined,11.0,0.0,0.0,0.0,11.0
20662,ref,140.0,0.0,34.0,3.0,177.0
20663,refco,23.0,0.0,0.0,0.0,23.0
20664,refer,565.0,13.0,395.0,68.0,1041.0
20665,referee,12.0,0.0,0.0,28.0,40.0
20666,reference,1011.0,36.0,459.0,90.0,1596.0
20667,referenced,351.0,0.0,11.0,1.0,363.0
20668,references,186.0,0.0,1525.0,40.0,1751.0
20669,referencing,34.0,0.0,0.0,1.0,35.0
20670,referendum,41.0,17.0,0.0,43.0,101.0
20671,referral,103.0,0.0,0.0,7.0,110.0
20672,referred,433.0,18.0,215.0,127.0,793.0
20673,referring,307.0,30.0,20.0,210.0,567.0
20674,refile,10.0,0.0,0.0,0.0,10.0
20675,refill,28.0,0.0,0.0,4.0,32.0
20676,refinance,48.0,0.0,0.0,3.0,51.0
20677,refinanced,12.0,0.0,0.0,0.0,12.0
20678,refinancing,62.0,0.0,0.0,0.0,62.0
20679,refine,75.0,0.0,42.0,7.0,124.0
20680,refined,149.0,0.0,68.0,14.0,231.0
20681,refinement,42.0,0.0,96.0,9.0,147.0
20682,refiner,69.0,0.0,0.0,3.0,72.0
20683,refineries,190.0,0.0,0.0,7.0,197.0
20684,refinery,135.0,0.0,0.0,0.0,135.0
20685,refining,122.0,0.0,24.0,5.0,151.0
20686,reflect,1110.0,42.0,338.0,209.0,1699.0
20687,reflected,276.0,18.0,80.0,100.0,474.0
20688,reflecting,215.0,13.0,53.0,63.0,344.0
20689,reflection,81.0,10.0,69.0,65.0,225.0
20690,reflective,31.0,0.0,0.0,12.0,43.0
20691,refocus,10.0,0.0,0.0,11.0,21.0
20692,reform,1199.0,69.0,0.0,500.0,1768.0
20693,reformatted,8.0,0.0,0.0,2.0,10.0
20694,reformed,18.0,0.0,0.0,5.0,23.0
20695,reformer,23.0,0.0,0.0,97.0,120.0
20696,reforming,34.0,0.0,0.0,13.0,47.0
20697,reformulated,13.0,0.0,16.0,0.0,29.0
20698,refrain,43.0,0.0,0.0,30.0,73.0
20699,refresh,57.0,0.0,42.0,8.0,107.0
20700,refreshed,19.0,0.0,13.0,1.0,33.0
20701,refresher,23.0,0.0,0.0,4.0,27.0
20702,refreshing,44.0,0.0,0.0,15.0,59.0
20703,refreshment,47.0,0.0,0.0,2.0,49.0
20704,refrigeration,24.0,0.0,0.0,7.0,31.0
20705,refrigerator,138.0,0.0,0.0,66.0,204.0
20706,refueling,16.0,0.0,0.0,1.0,17.0
20707,refuge,125.0,0.0,0.0,26.0,151.0
20708,refugee,10.0,0.0,0.0,63.0,73.0
20709,refugees,20.0,0.0,0.0,111.0,131.0
20710,refund,3243.0,0.0,0.0,29.0,3272.0
20711,refundable,55.0,0.0,0.0,0.0,55.0
20712,refunded,54.0,0.0,0.0,2.0,56.0
20713,refunding,15.0,0.0,0.0,1.0,16.0
20714,refurbish,14.0,0.0,0.0,4.0,18.0
20715,refurbished,23.0,0.0,0.0,5.0,28.0
20716,refusal,177.0,20.0,0.0,39.0,236.0
20717,refuse,201.0,37.0,0.0,43.0,281.0
20718,refused,702.0,84.0,0.0,255.0,1041.0
20719,refuses,139.0,30.0,0.0,33.0,202.0
20720,refusing,252.0,34.0,0.0,66.0,352.0
20721,refute,20.0,0.0,0.0,5.0,25.0
20722,refuted,18.0,0.0,0.0,2.0,20.0
20723,reg,165.0,0.0,14.0,0.0,179.0
20724,regain,100.0,14.0,0.0,55.0,169.0
20725,regained,25.0,0.0,0.0,15.0,40.0
20726,regal,26.0,0.0,0.0,3.0,29.0
20727,regan,28.0,0.0,7.0,0.0,35.0
20728,regard,1863.0,32.0,114.0,109.0,2118.0
20729,regarded,83.0,15.0,112.0,88.0,298.0
20730,regarding,4140.0,0.0,120.0,99.0,4359.0
20731,regardless,438.0,0.0,128.0,79.0,645.0
20732,regasification,17.0,0.0,0.0,0.0,17.0
20733,regency,81.0,0.0,0.0,0.0,81.0
20734,regent,37.0,0.0,0.0,3.0,40.0
20735,reggie,103.0,0.0,0.0,2.0,105.0
20736,regime,152.0,79.0,219.0,53.0,503.0
20737,regimes,21.0,15.0,74.0,9.0,119.0
20738,regina,29.0,0.0,0.0,0.0,29.0
20739,reginald,13.0,0.0,0.0,0.0,13.0
20740,region,2237.0,81.0,2240.0,389.0,4947.0
20741,regional,1586.0,32.0,39.0,0.0,1657.0
20742,regionally,15.0,0.0,0.0,1.0,16.0
20743,regionwide,23.0,0.0,0.0,0.0,23.0
20744,regis,107.0,0.0,0.0,0.0,107.0
20745,register,1455.0,64.0,95.0,84.0,1698.0
20746,registered,925.0,219.0,17.0,102.0,1263.0
20747,registering,86.0,14.0,0.0,20.0,120.0
20748,registrant,32.0,0.0,0.0,1.0,33.0
20749,registrar,29.0,0.0,0.0,1.0,30.0
20750,registration,930.0,125.0,38.0,66.0,1159.0
20751,registry,33.0,0.0,0.0,0.0,33.0
20752,regression,10.0,0.0,1245.0,2.0,1257.0
20753,regret,125.0,0.0,3.0,82.0,210.0
20754,regrettable,13.0,0.0,0.0,9.0,22.0
20755,regrettably,18.0,0.0,0.0,3.0,21.0
20756,regroup,39.0,0.0,0.0,11.0,50.0
20757,regular,977.0,49.0,336.0,353.0,1715.0
20758,regularity,10.0,0.0,91.0,9.0,110.0
20759,regularly,287.0,15.0,24.0,162.0,488.0
20760,regularseason,12.0,0.0,0.0,0.0,12.0
20761,regulate,213.0,0.0,18.0,48.0,279.0
20762,regulated,752.0,0.0,20.0,31.0,803.0
20763,regulates,85.0,0.0,9.0,8.0,102.0
20764,regulating,86.0,0.0,12.0,10.0,108.0
20765,regulation,1524.0,13.0,84.0,174.0,1795.0
20766,regulator,2031.0,0.0,7.0,160.0,2198.0
20767,regulatory,2606.0,0.0,23.0,100.0,2729.0
20768,regulatory_commission,1758.0,0.0,0.0,0.0,1758.0
20769,rehab,14.0,0.0,0.0,14.0,28.0
20770,rehabilitation,47.0,0.0,0.0,52.0,99.0
20771,rehearing,290.0,0.0,0.0,0.0,290.0
20772,rehearsal,46.0,0.0,14.0,18.0,78.0
20773,rehire,13.0,0.0,0.0,1.0,14.0
20774,rei,82.0,0.0,0.0,0.0,82.0
20775,reich,10.0,0.0,0.0,0.0,10.0
20776,reicher,10.0,0.0,0.0,0.0,10.0
20777,reid,130.0,23.0,15.0,0.0,168.0
20778,reign,28.0,0.0,0.0,40.0,68.0
20779,reilly,17.0,0.0,30.0,0.0,47.0
20780,reimburse,169.0,0.0,0.0,11.0,180.0
20781,reimbursed,70.0,0.0,0.0,3.0,73.0
20782,reimbursement,246.0,0.0,0.0,13.0,259.0
20783,reimbursing,31.0,0.0,0.0,2.0,33.0
20784,reimersma,18.0,0.0,0.0,0.0,18.0
20785,reimpose,15.0,0.0,0.0,0.0,15.0
20786,rein,110.0,0.0,42.0,29.0,181.0
20787,reindeer,18.0,0.0,0.0,3.0,21.0
20788,reined,11.0,0.0,0.0,0.0,11.0
20789,reiner,10.0,0.0,0.0,0.0,10.0
20790,reinforce,69.0,0.0,69.0,16.0,154.0
20791,reinforced,24.0,0.0,13.0,26.0,63.0
20792,reinforces,23.0,0.0,0.0,13.0,36.0
20793,reinforcing,12.0,0.0,0.0,13.0,25.0
20794,reinhardt,10.0,0.0,0.0,0.0,10.0
20795,reining,18.0,0.0,0.0,1.0,19.0
20796,reinjured,13.0,0.0,0.0,3.0,16.0
20797,reinke,13.0,0.0,0.0,0.0,13.0
20798,reinstate,51.0,0.0,0.0,4.0,55.0
20799,reinstated,22.0,0.0,0.0,14.0,36.0
20800,reinstatement,29.0,0.0,0.0,0.0,29.0
20801,reinstating,10.0,0.0,0.0,4.0,14.0
20802,reinstitute,17.0,0.0,0.0,1.0,18.0
20803,reinsurance,26.0,0.0,0.0,8.0,34.0
20804,reintroduced,12.0,0.0,0.0,3.0,15.0
20805,reinvent,21.0,0.0,0.0,23.0,44.0
20806,reinvest,20.0,0.0,0.0,1.0,21.0
20807,reinvested,14.0,0.0,0.0,2.0,16.0
20808,reis,27.0,0.0,0.0,0.0,27.0
20809,reiscast,10.0,0.0,0.0,0.0,10.0
20810,reissue,17.0,0.0,0.0,7.0,24.0
20811,reit,10.0,0.0,0.0,0.0,10.0
20812,reiten,36.0,0.0,0.0,0.0,36.0
20813,reiterate,48.0,0.0,0.0,3.0,51.0
20814,reiterated,188.0,0.0,0.0,27.0,215.0
20815,reiterates,15.0,0.0,0.0,4.0,19.0
20816,reiterating,19.0,0.0,0.0,5.0,24.0
20817,reiterman,60.0,0.0,0.0,0.0,60.0
20818,reitmeyer,5.0,0.0,0.0,0.0,5.0
20819,reject,454.0,19.0,99.0,53.0,625.0
20820,rejected,606.0,46.0,73.0,118.0,843.0
20821,rejecting,86.0,0.0,27.0,18.0,131.0
20822,rejection,91.0,0.0,109.0,21.0,221.0
20823,rejoin,14.0,0.0,0.0,3.0,17.0
20824,rel,26.0,0.0,43.0,0.0,69.0
20825,relate,239.0,0.0,70.0,35.0,344.0
20826,related,2681.0,55.0,1049.0,378.0,4163.0
20827,relatedparty,30.0,0.0,0.0,0.0,30.0
20828,relates,168.0,0.0,65.0,20.0,253.0
20829,relating,478.0,0.0,67.0,26.0,571.0
20830,relation,1446.0,0.0,682.0,371.0,2499.0
20831,relationship,1566.0,50.0,689.0,493.0,2798.0
20832,relative,466.0,21.0,1130.0,107.0,1724.0
20833,relatives,39.0,13.0,0.0,321.0,373.0
20834,relativity,14.0,0.0,0.0,11.0,25.0
20835,relaunched,10.0,0.0,0.0,1.0,11.0
20836,relax,127.0,13.0,40.0,44.0,224.0
20837,relaxation,36.0,0.0,288.0,9.0,333.0
20838,relaxed,45.0,0.0,47.0,56.0,148.0
20839,relaxing,73.0,0.0,20.0,17.0,110.0
20840,relay,140.0,0.0,17.0,7.0,164.0
20841,relayed,37.0,0.0,0.0,4.0,41.0
20842,relaying,17.0,0.0,0.0,8.0,25.0
20843,relaywss,24.0,0.0,0.0,0.0,24.0
20844,release,2629.0,142.0,158.0,0.0,2929.0
20845,released,1713.0,231.0,30.0,399.0,2373.0
20846,releases,410.0,15.0,10.0,47.0,482.0
20847,releasing,171.0,143.0,10.0,40.0,364.0
20848,relegated,10.0,0.0,0.0,22.0,32.0
20849,relentless,28.0,14.0,0.0,33.0,75.0
20850,relevance,82.0,15.0,192.0,10.0,299.0
20851,relevant,1225.0,47.0,596.0,45.0,1913.0
20852,reliability,986.0,0.0,164.0,15.0,1165.0
20853,reliable,677.0,20.0,228.0,70.0,995.0
20854,reliably,58.0,0.0,118.0,6.0,182.0
20855,reliacast,12.0,0.0,0.0,0.0,12.0
20856,reliance,462.0,0.0,13.0,31.0,506.0
20857,reliances,12.0,0.0,0.0,0.0,12.0
20858,reliant,974.0,0.0,0.0,4.0,978.0
20859,reliant_energy,678.0,0.0,0.0,0.0,678.0
20860,relic,10.0,0.0,0.0,28.0,38.0
20861,relied,796.0,11.0,27.0,36.0,870.0
20862,relief,1013.0,35.0,0.0,220.0,1268.0
20863,relies,112.0,0.0,107.0,29.0,248.0
